3,5821,2024-10-31
3,5976,2024-10-31
6,2970,2023-11-06
12,5276,2024-03-12
10,5276,2024-10-23
9,2521,2024-10-16
13,5496,2023-11-01
21,4536,2023-10-14
34,2787,2023-10-06
32,3032,2023-10-22
32,2778,2023-10-21
45,1516,2024-03-30
16,5404,2024-10-23
21,3271,2023-10-03
45,3387,2024-04-01
21,1305,2023-10-03
2,5071,2023-10-31
22,3722,2023-11-06
38,4332,2024-11-14
4,3419,2024-10-06
2,4914,2023-11-06
7,5602,2023-10-23
16,3008,2024-10-16
17,5810,2024-11-13
7,4698,2023-10-23
6,1621,2023-10-30
9,5208,2024-10-16
14,5667,2023-11-10
5,3028,2024-03-24
6,3028,2023-11-04
5,1740,2024-03-18
32,3731,2023-10-27
3,1133,2024-10-28
28,4072,2024-10-23
45,2092,2024-03-31
14,3444,2023-10-31
32,5203,2023-10-31
9,5088,2024-10-22
4,4513,2024-10-14
1,2064,2023-11-04
23,3455,2024-11-09
3,5511,2024-10-21
2,5232,2023-10-25
14,4555,2023-11-06
23,5502,2024-11-07
2,3572,2023-11-02
14,2085,2023-11-02
13,5531,2023-10-26
20,5531,2024-03-13
22,5531,2023-11-18
16,4665,2024-10-21
9,1021,2024-10-19
17,4849,2024-10-31
7,5635,2023-10-20
4,4848,2024-10-13
38,3971,2024-11-06
29,5608,2024-03-08
7,1505,2023-10-23
17,1505,2024-11-07
32,2392,2023-11-01
10,4994,2024-10-29
13,5088,2023-10-24
17,1299,2024-11-05
1,5492,2023-11-01
12,4648,2024-03-16
2,1348,2023-11-05
34,4636,2023-10-09
16,3959,2024-10-21
4,4319,2024-10-03
13,4319,2023-11-01
23,4167,2024-11-07
20,3847,2024-03-11
1,2344,2023-10-25
9,4163,2024-10-12
32,4823,2023-10-29
1,1018,2023-10-25
16,3010,2024-10-14
34,4042,2023-10-11
3,1660,2024-10-29
17,2943,2024-11-03
5,2300,2024-03-25
1,3375,2023-10-30
4,2884,2024-10-05
20,3817,2024-03-07
28,1194,2024-10-24
14,5792,2023-11-05
17,4061,2024-11-10
3,1688,2024-10-27
45,2214,2024-03-31
5,5706,2024-03-24
5,1680,2024-03-21
4,1680,2024-10-08
5,1501,2024-03-19
4,1501,2024-10-02
13,4830,2023-10-24
1,2208,2023-10-29
10,5698,2024-10-26
21,2154,2023-10-07
7,4560,2023-10-22
29,4223,2024-03-12
21,2776,2023-10-10
29,2776,2024-03-06
32,5447,2023-11-03
45,5447,2024-03-25
40,5447,2024-11-04
20,3958,2024-03-08
6,4122,2023-10-29
16,5229,2024-10-21
17,4808,2024-11-04
40,4681,2024-11-06
9,2459,2024-10-14
13,1050,2023-10-25
20,1050,2024-03-04
3,3915,2024-10-27
34,2486,2023-10-01
34,4529,2023-10-10
5,2842,2024-03-21
4,5293,2024-10-12
7,1904,2023-10-28
2,2646,2023-10-24
21,5432,2023-10-04
38,5131,2024-11-02
20,2450,2024-03-05
13,5974,2023-11-03
13,2926,2023-11-05
32,5241,2023-10-24
23,1042,2024-11-01
21,1885,2023-10-09
22,1730,2023-11-11
34,2670,2023-10-11
45,4544,2024-03-22
2,3712,2023-11-02
3,4525,2024-10-29
29,4650,2024-03-05
22,5049,2023-11-16
29,2114,2024-03-11
4,2584,2024-10-04
9,3484,2024-10-09
23,3954,2024-11-03
13,4542,2023-10-29
1,2534,2023-11-01
12,4382,2024-03-11
17,3281,2024-11-07
20,4802,2024-03-07
21,3271,2023-10-04
29,4622,2024-03-10
10,1244,2024-11-04
29,3187,2024-02-29
5,4721,2024-03-28
21,2510,2023-10-04
3,5511,2024-10-24
20,5511,2024-03-09
16,1078,2024-10-20
10,5127,2024-10-25
22,4802,2023-11-14
5,2972,2024-03-22
3,5072,2024-11-01
13,2871,2023-10-24
1,1609,2023-10-28
28,4441,2024-11-02
29,1020,2024-03-13
29,4579,2024-03-03
10,3901,2024-10-23
14,4809,2023-11-11
10,3269,2024-10-28
22,1860,2023-11-05
12,3028,2024-03-05
10,3028,2024-10-24
17,1608,2024-11-08
5,5478,2024-03-20
4,5478,2024-10-14
12,1525,2024-03-05
45,4645,2024-03-30
20,3827,2024-03-12
28,4213,2024-10-22
10,1327,2024-10-31
40,5883,2024-11-01
17,4285,2024-11-12
23,1346,2024-11-07
40,3393,2024-11-10
20,5843,2024-03-10
17,5843,2024-11-08
2,1667,2023-10-25
10,1985,2024-10-26
16,3117,2024-10-14
3,1266,2024-10-24
17,3086,2024-11-11
21,4318,2023-10-06
13,4900,2023-10-28
45,2769,2024-03-28
6,2589,2023-10-30
6,4288,2023-10-30
17,5201,2024-11-07
13,1136,2023-10-26
21,5224,2023-10-14
20,2943,2024-03-02
23,1464,2024-11-13
29,3679,2024-03-11
1,3298,2023-10-23
2,3940,2023-10-25
40,5616,2024-10-30
16,1821,2024-10-18
10,1372,2024-10-28
14,1363,2023-10-31
9,2826,2024-10-18
13,2836,2023-10-30
7,2364,2023-11-01
21,5087,2023-10-11
14,4857,2023-11-10
6,3475,2023-10-25
10,1415,2024-10-27
4,4742,2024-10-02
23,5767,2024-11-13
23,5217,2024-11-12
3,2905,2024-11-03
32,2905,2023-10-28
12,2590,2024-03-08
2,4325,2023-10-26
7,5054,2023-10-25
3,1761,2024-10-25
7,4560,2023-11-01
38,1429,2024-11-03
38,2896,2024-11-05
34,2350,2023-10-05
4,3857,2024-10-10
6,4437,2023-10-24
38,1794,2024-11-03
12,5258,2024-03-05
