1,2025-01-07,1,1
2,2024-10-06,2,1
3,,3,1
4,2025-01-11,4,1
5,2024-09-28,5,1
6,2024-09-28,5,1
7,2024-09-30,6,1
8,2024-10-04,7,1
9,2023-09-22,8,1
10,2023-09-22,8,1
11,2024-06-15,9,1
12,2024-01-10,10,1
13,2025-01-06,11,1
14,2023-09-26,12,1
15,2023-09-26,12,1
16,2024-06-08,13,1
17,2024-01-09,14,1
18,2025-01-17,15,1
19,2023-09-25,16,1
20,2023-09-25,16,1
21,2024-06-14,17,1
22,2024-01-18,18,1
23,2025-01-06,19,1
24,2024-09-22,20,1
25,2024-09-22,20,1
26,2023-09-23,21,1
27,2023-09-23,21,1
28,2024-06-09,22,1
29,2024-01-10,23,1
30,2025-01-11,24,1
31,2025-01-11,25,1
32,2024-10-03,26,1
33,2025-01-08,27,1
34,2024-10-06,28,1
35,2024-11-13,29,1
36,2024-10-05,30,1
37,,31,1
38,2024-09-25,32,1
39,2024-09-25,32,1
40,2023-09-26,33,1
41,2023-09-26,33,1
42,2024-06-14,34,1
43,2024-01-12,35,1
44,2025-01-13,36,1
45,,37,1
46,2023-09-24,38,1
47,2023-09-24,38,1
48,2024-06-14,39,1
49,2024-01-18,40,1
50,2025-01-18,41,1
51,2023-09-28,42,1
52,2023-09-28,42,1
53,2024-06-17,43,1
54,2024-01-17,44,1
55,2025-01-18,45,1
56,2023-09-24,46,1
57,2023-09-24,46,1
58,2024-06-10,47,1
59,2024-01-12,48,1
60,2025-01-09,49,1
61,2023-09-25,50,1
62,2023-09-25,50,1
63,2024-06-17,51,1
64,2024-01-06,52,1
65,2025-01-08,53,1
66,2023-09-25,54,1
67,2023-09-25,54,1
68,2024-06-06,55,1
69,2024-01-10,56,1
70,2025-01-09,57,1
71,2024-01-18,58,1
72,2025-01-15,59,1
73,,60,1
74,,61,1
75,2024-11-13,62,1
76,2024-10-03,63,1
77,2024-09-28,64,1
78,2024-09-28,64,1
79,,65,1
80,2023-09-23,66,1
81,2023-09-23,66,1
82,2024-06-06,67,1
83,2024-01-07,68,1
84,2025-01-10,69,1
85,2024-11-12,70,1
86,2024-10-05,71,1
87,2024-12-28,72,1
88,,73,1
89,2023-09-24,74,1
90,2023-09-24,74,1
91,2024-06-10,75,1
92,2024-01-11,76,1
93,2025-01-12,77,1
94,2023-09-22,78,1
95,2023-09-22,78,1
96,2024-06-14,79,1
97,2024-01-09,80,1
98,2025-01-09,81,1
99,2024-09-30,82,1
100,2024-09-30,82,1
101,2024-09-28,83,1
102,2024-09-28,83,1
103,2024-10-06,84,1
104,2025-01-04,85,1
105,2023-09-29,86,1
106,2023-09-29,86,1
107,2024-06-16,87,1
108,2024-01-18,88,1
109,2025-01-15,89,1
110,2024-10-06,90,1
111,2024-09-26,91,1
112,2024-09-26,91,1
113,2024-09-23,92,1
114,2024-09-23,92,1
115,2023-09-27,93,1
116,2023-09-27,93,1
117,2024-06-13,94,1
118,2024-01-06,95,1
119,2025-01-11,96,1
120,2024-10-02,97,1
121,2024-09-28,98,1
122,2024-09-28,98,1
123,2024-12-27,99,1
124,2024-09-26,100,1
125,2024-09-26,100,1
126,2023-09-28,101,1
127,2023-09-28,101,1
128,2024-06-06,102,1
129,2024-01-16,103,1
130,2025-01-13,104,1
131,2024-10-04,105,1
132,2024-10-08,106,1
133,2023-09-27,107,1
134,2023-09-27,107,1
135,2024-06-11,108,1
136,2024-01-14,109,1
137,2025-01-13,110,1
138,2023-09-21,111,1
139,2023-09-21,111,1
140,2024-06-17,112,1
141,2024-01-07,113,1
142,2025-01-17,114,1
143,2025-01-01,115,1
144,2024-12-31,116,1
145,,117,1
146,,118,1
147,,119,1
148,2024-10-05,120,1
149,,121,1
150,2023-09-25,122,1
151,2023-09-25,122,1
152,2024-06-08,123,1
153,2024-01-18,124,1
154,2025-01-15,125,1
155,2024-10-03,126,1
156,2023-09-25,127,1
157,2023-09-25,127,1
158,2024-06-12,128,1
159,2024-01-11,129,1
160,2025-01-15,130,1
161,,131,1
162,,132,1
163,2024-09-30,133,1
164,2024-09-30,133,1
165,2024-09-25,134,1
166,2024-09-25,134,1
167,2024-12-12,135,1
168,,136,1
169,2024-09-24,137,1
170,2024-09-24,137,1
171,2024-09-29,138,1
172,2024-09-29,138,1
173,2024-10-07,139,1
174,2024-11-10,140,1
175,2024-09-25,141,1
176,2024-09-25,141,1
177,2024-10-08,142,1
178,,143,1
179,2025-01-10,144,1
180,2024-12-18,145,1
181,2024-09-22,146,1
182,2024-09-22,146,1
183,,147,1
184,2024-12-31,148,1
185,2024-11-13,149,1
186,2023-09-22,150,1
187,2023-09-22,150,1
188,2024-06-07,151,1
189,2024-01-06,152,1
190,2025-01-17,153,1
191,2024-10-03,154,1
192,2025-01-09,155,1
193,2025-01-02,156,1
194,2024-09-22,157,1
195,2024-09-22,157,1
196,,158,1
197,2024-09-24,159,1
198,2024-09-24,159,1
199,2024-10-06,160,1
200,2024-09-30,161,1
201,2024-09-30,161,1
202,2023-09-22,162,1
203,2023-09-22,162,1
204,2024-06-13,163,1
205,2024-01-17,164,1
206,2025-01-15,165,1
207,2023-09-30,166,1
208,2023-09-30,166,1
209,2024-06-16,167,1
210,2024-01-10,168,1
211,2025-01-13,169,1
212,,170,1
213,2023-09-30,171,1
214,2023-09-30,171,1
215,2024-06-18,172,1
216,2024-01-13,173,1
217,2025-01-16,174,1
218,,175,1
219,2024-09-24,176,1
220,2024-09-24,176,1
221,,177,1
222,2024-09-22,178,1
223,2024-09-22,178,1
224,2023-09-27,179,1
225,2023-09-27,179,1
226,2024-06-10,180,1
227,2024-01-17,181,1
228,2025-01-07,182,1
229,2025-01-05,183,1
230,2024-09-28,184,1
231,2024-09-28,184,1
232,2023-09-22,185,1
233,2023-09-22,185,1
234,2024-06-13,186,1
235,2024-01-09,187,1
236,2025-01-17,188,1
237,2024-10-06,189,1
238,2023-09-21,190,1
239,2023-09-21,190,1
240,2024-06-06,191,1
241,2024-01-15,192,1
242,2025-01-09,193,1
243,,194,1
244,2024-11-12,195,1
245,2024-09-29,196,1
246,2024-09-29,196,1
247,2024-10-01,197,1
248,2024-10-09,198,1
249,2023-09-21,199,1
250,2023-09-21,199,1
251,2024-06-06,200,1
252,2024-01-14,201,1
253,2025-01-18,202,1
254,2024-09-25,203,1
255,2024-09-25,203,1
256,2024-06-13,204,1
257,2024-01-16,205,1
258,2025-01-18,206,1
259,2024-09-21,207,1
260,2024-09-21,207,1
261,2024-09-24,208,1
262,2024-09-24,208,1
263,2024-09-22,209,1
264,2024-09-22,209,1
265,,210,1
266,2024-09-28,211,1
267,2024-09-28,211,1
268,2024-10-04,212,1
269,2024-10-04,213,1
270,2023-09-27,214,1
271,2023-09-27,214,1
272,2024-06-07,215,1
273,2024-01-17,216,1
274,2025-01-07,217,1
275,2023-09-23,218,1
276,2023-09-23,218,1
277,2024-06-11,219,1
278,2024-01-06,220,1
279,2025-01-12,221,1
280,2024-12-12,222,1
281,2024-09-25,223,1
282,2024-09-25,223,1
283,2024-12-19,224,1
284,2024-10-01,225,1
285,2023-09-28,226,1
286,2023-09-28,226,1
287,2024-06-11,227,1
288,2024-01-12,228,1
289,,229,1
290,2024-11-06,230,1
291,2024-10-05,231,1
292,2024-09-25,232,1
293,2024-09-25,232,1
294,2024-06-10,233,1
295,2024-01-16,234,1
296,2025-01-06,235,1
297,2023-09-23,236,1
298,2023-09-23,236,1
299,2024-06-18,237,1
300,2024-01-06,238,1
301,2025-01-10,239,1
302,2023-09-27,240,1
303,2023-09-27,240,1
304,2024-06-14,241,1
305,2024-01-08,242,1
306,2025-01-12,243,1
307,,244,1
308,2023-09-28,245,1
309,2023-09-28,245,1
310,2024-06-08,246,1
311,2024-01-17,247,1
312,2025-01-17,248,1
313,2024-09-28,249,1
314,2024-09-28,249,1
315,2025-01-13,250,1
316,2024-12-31,251,1
317,2024-09-30,252,1
318,2024-09-30,252,1
319,2024-10-04,253,1
320,2024-11-13,254,1
321,2023-09-22,255,1
322,2023-09-22,255,1
323,2024-01-18,256,1
324,2025-01-06,257,1
325,2024-06-10,258,1
326,2024-01-14,259,1
327,2025-01-09,260,1
328,2024-12-26,261,1
329,2024-11-12,262,1
330,2024-09-28,263,1
331,2024-09-28,263,1
332,2024-09-26,264,1
333,2024-09-26,264,1
334,2024-09-29,265,1
335,2024-09-30,266,1
336,2024-09-30,266,1
337,2024-10-02,267,1
338,2024-12-18,268,1
339,2024-10-05,269,1
340,2024-10-02,270,1
341,2024-10-09,271,1
342,,272,1
343,,273,1
344,2023-09-23,274,1
345,2023-09-23,274,1
346,2024-06-06,275,1
347,2024-01-06,276,1
348,2025-01-15,277,1
349,2024-11-14,278,1
350,2024-09-23,279,1
351,2024-09-23,279,1
352,2024-10-04,280,1
353,2024-10-01,281,1
354,2023-09-27,282,1
355,2023-09-27,282,1
356,2024-06-08,283,1
357,2024-01-11,284,1
358,2025-01-06,285,1
359,2023-09-21,286,1
360,2023-09-21,286,1
361,2024-01-06,287,1
362,,288,1
363,2024-06-14,289,1
364,2024-01-07,290,1
365,,291,1
366,2025-01-09,292,1
367,2023-09-25,293,1
368,2023-09-25,293,1
369,2024-06-12,294,1
370,2024-01-12,295,1
371,2025-01-12,296,1
372,2023-09-24,297,1
373,2023-09-24,297,1
374,2024-06-16,298,1
375,2024-01-07,299,1
376,2025-01-08,300,1
377,2025-01-10,301,1
378,2024-09-28,302,1
379,2024-09-28,302,1
380,2024-01-06,303,1
381,2025-01-11,304,1
382,2024-09-22,305,1
383,2024-09-22,305,1
384,2023-09-27,306,1
385,2023-09-27,306,1
386,2024-06-15,307,1
387,2024-01-09,308,1
388,2025-01-16,309,1
389,2024-10-08,310,1
