1,,https://teams.microsoft.com/l/meetup-join/mfinj8bib7o4uk5luxv5,https://vimeo.com/nxz2zlarfjdxyvzcfbghgxhxvlqg0a3sdtx2b5sd,2024-10-09 10:00:00
2,,https://teams.microsoft.com/l/meetup-join/ellnsh6iwpzktna06nd8,https://vimeo.com/w21tqfnr12cxr5g1fygee3l8tqkw135zj4s883gl,2024-10-27 11:15:00
3,,https://teams.microsoft.com/l/meetup-join/cmgnhiht78l9ekpkr9jw,https://vimeo.com/gbt0i342gthggaace4boy2169st6d8iamloc8uo0,2024-12-20 14:45:00
4,,https://teams.microsoft.com/l/meetup-join/morg8qzgouijridsp5x1,https://vimeo.com/ias2c8l3w4qsexe2f2gc5bziqbabvp6rxy2to3g6,2024-10-28 11:15:00
5,,https://teams.microsoft.com/l/meetup-join/5toltwmhu7dqouh65fd8,https://vimeo.com/kfp3b8m8r8frdp1b4wr5ku6hyt96lvp2qbdz5sao,2024-11-30 14:45:00
6,,https://teams.microsoft.com/l/meetup-join/z9a88rv96sc02wqu2gmw,https://vimeo.com/evht1dx9xp7b29btwz4p2ygvp97a6w0jie4qgyd6,2024-12-10 11:15:00
7,,https://teams.microsoft.com/l/meetup-join/ogw3qh7e4lfw0skvmzoo,https://vimeo.com/ipxai8pzvofpp5ageixabctm9ifr6tyknuu7ny2c,2024-12-18 11:15:00
8,,https://teams.microsoft.com/l/meetup-join/cjpqjd2uqebzhjgdbu5a,,2025-01-10 13:00:00
9,,https://teams.microsoft.com/l/meetup-join/1epiq4jjpr8cmwjyan9c,https://vimeo.com/kkne3eh5ec5v7bbbomveapo23bhesd1vcj57vzbr,2024-10-30 14:45:00
10,,https://teams.microsoft.com/l/meetup-join/3cyxdwefhemb1v5zf30n,https://vimeo.com/by8hv7haa9anyv01w3l43t5gpsvw8lk1v00b26ub,2024-11-03 10:00:00
11,,https://teams.microsoft.com/l/meetup-join/a60jk2yn446clm2ih4c7,,2025-01-27 10:00:00
12,,https://teams.microsoft.com/l/meetup-join/p49vgbjokezqrn7vjta6,https://vimeo.com/ae4zryktfrun891ep909566st4vnqot2rlo1qz83,2024-10-27 13:00:00
13,,https://teams.microsoft.com/l/meetup-join/bn3i03xw6nf7fqw3o917,https://vimeo.com/wgar9jonooctudpudqiw5fx8mnvdqbhh9tlov816,2024-12-06 14:45:00
14,,https://teams.microsoft.com/l/meetup-join/7h0d7fkrhup95llsaxr6,https://vimeo.com/262ebg0e74ue0z8zmem6woufjr0a25stl52gubok,2024-12-24 10:00:00
15,,https://teams.microsoft.com/l/meetup-join/qcq3sjpq7g35etubgyme,https://vimeo.com/d8ijqw8yl84hzb13radve9eqxze2fpnmxokddkvz,2024-11-12 14:45:00
16,,https://teams.microsoft.com/l/meetup-join/xvksifqoajn2ssmg24lx,https://vimeo.com/acyxcxzzv3xnx3rtbji1ptz1bldjbi0gyk8zm6hk,2024-11-15 11:15:00
17,,https://teams.microsoft.com/l/meetup-join/mtk4p4mqpq2z3jiaub28,https://vimeo.com/8lwzyisgxwco66nep2k4v8ljjk3lwrtbraawc0he,2024-12-02 11:15:00
18,,https://teams.microsoft.com/l/meetup-join/o05gezec84tg1qt1dtbg,,2025-01-17 13:00:00
19,,https://teams.microsoft.com/l/meetup-join/ejg1of3apsqkg5p0guc1,https://vimeo.com/wyn1d47fo6hle058orjgjqiit8wb6y0t4bgnibxf,2024-11-27 11:15:00
20,,https://teams.microsoft.com/l/meetup-join/clneqguu9y6jphy1n39e,https://vimeo.com/9kd92m3h88jufkx3v4oc3smra7rwnsoks92rn289,2025-01-06 13:00:00
21,,https://teams.microsoft.com/l/meetup-join/pb2qf5ishre5ozo459bg,https://vimeo.com/df5jf2va9jr2p8bi0e97xke3pjpm21h0qefqfty1,2024-12-22 13:00:00
22,,https://teams.microsoft.com/l/meetup-join/8akt4gxnh4cs82ka2ufc,,2025-01-24 10:00:00
23,,https://teams.microsoft.com/l/meetup-join/bcq3ir52ohdn5sydnhlo,https://vimeo.com/g1ahsntmjjcohojnh4tqqq32nqlijt6etaepp1g0,2024-12-28 10:00:00
24,,https://teams.microsoft.com/l/meetup-join/fb42lm5zh9yt4cu7td5l,https://vimeo.com/3xcszzv4qgts4y7jm8su8pa3ozwdv1m79you2u5p,2024-10-29 10:00:00
25,,https://teams.microsoft.com/l/meetup-join/ba66y8ubjtwspelr39h3,https://vimeo.com/udm51z34gzofdxb8xsfqacun09nokjk6pl1ktw67,2024-12-08 14:45:00
26,,https://teams.microsoft.com/l/meetup-join/2xma7nu9ooj4k2imcyqs,https://vimeo.com/fg46212kl0nck6naiby1ejwyusmawcssug16agtd,2024-12-31 14:45:00
