2,2
8,3
13,5
19,5
22,5
24,5
29,1
34,3
38,1
41,5
44,5
47,5
54,5
59,3
66,2
71,2
76,3
83,3
89,2
94,1
96,3
101,4
106,5
108,3
113,1
115,2
120,5
122,2
124,3
126,3
134,3
136,4
142,1
147,3
149,5
154,3
156,5
161,2
164,4
169,5
172,5
178,2
180,2
185,5
189,4
194,3
197,2
204,4
206,1
211,3
217,5
222,5
224,2
227,4
231,3
236,4
243,1
245,3
248,3
255,5
258,1
260,1
264,5
269,1
274,5
279,1
281,5
286,2
290,1
295,3
298,3
306,1
313,1
318,3
323,5
329,3
337,3
339,2
344,2
350,1
352,5
357,1
361,2
369,3
374,3
376,5
381,1
385,4
390,2
395,4
403,5
409,4
420,4
427,3
431,3
436,5
441,1
447,3
452,5
457,2
460,5
463,3
469,4
474,2
476,2
486,3
493,4
498,1
505,2
508,5
513,1
520,3
526,5
531,2
539,5
547,1
553,5
557,4
562,4
568,5
575,1
580,2
585,3
591,2
598,1
603,5
608,1
611,1
619,2
627,4
631,4
636,3
638,3
644,5
648,3
652,5
661,1
666,3
670,2
674,5
676,3
683,2
685,4
688,4
692,3
697,5
699,5
704,2
709,5
715,5
723,5
725,4
732,1
734,3
736,2
742,1
747,5
754,4
762,3
767,4
776,1
778,3
780,2
785,1
791,1
795,5
798,1
806,5
813,3
817,5
822,2
827,4
833,3
839,3
846,4
853,1
855,2
861,1
866,4
869,2
871,3
876,1
879,2
881,4
886,5
891,5
894,1
899,1
905,4
914,5
918,5
923,4
925,3
932,4
937,4
940,4
943,3
948,5
950,3
953,5
960,3
967,5
972,3
978,3
980,3
982,2
984,3
986,5
990,2
1000,2
1005,2
1012,3
1019,4
1024,4
1026,3
1031,4
1041,2
1043,2
1045,1
1049,3
1055,4
1057,4
1062,5
1068,5
1074,4
1080,1
1085,3
1088,4
1093,5
1098,5
1100,1
1103,3
1108,1
1114,1
1121,4
1123,5
1126,3
1129,4
1136,2
1142,4
1144,2
1149,4
1158,5
1161,1
1167,4
1170,1
1175,5
1178,5
1184,2
1187,3
1192,5
1199,4
1211,5
1219,1
1225,1
1230,3
1235,5
1243,2
1251,4
1259,5
1267,5
1273,3
1280,2
1282,4
1284,2
1290,1
1296,5
1298,2
1303,3
1311,5
1314,4
1318,3
1325,4
1328,4
1333,3
1335,3
1338,4
1345,3
1351,5
1354,2
1359,1
1364,1
1370,3
1374,2
1380,5
1385,1
1387,4
1392,2
1399,5
1403,5
1409,5
1411,5
1417,2
1422,5
1427,4
1432,1
1437,1
1442,2
1449,1
1460,5
1462,1
1469,5
1471,3
1476,5
1479,3
1485,3
1494,4
1502,1
1507,4
1511,2
1519,4
1527,2
1533,3
1538,5
1544,4
1547,1
1550,2
1553,3
1558,5
1569,5
1571,1
1573,1
1575,1
1581,5
1586,3
1591,1
1593,5
1595,3
1599,4
1603,3
1605,2
1610,1
1615,5
1624,4
1626,1
1629,5
1635,4
1637,5
1645,1
1648,1
1650,1
1655,2
1662,5
1668,3
1675,3
1679,3
1681,4
1686,1
1691,1
1694,1
1699,3
1705,5
1707,2
1709,2
1716,5
1719,2
1724,5
1730,4
1737,5
1742,4
1745,2
1748,5
1752,3
1757,5
1764,5
1770,4
1778,4
1780,5
1782,1
1786,5
1792,2
1794,1
1800,1
1802,3
1808,5
1813,3
1820,1
1824,2
1829,3
1834,3
1839,5
1844,5
1846,3
1854,5
1862,1
1866,5
1870,3
1874,4
1879,4
1886,4
1890,4
1892,4
1897,3
1901,4
1903,5
1907,4
1909,4
1911,5
1915,1
1917,1
1921,3
1923,3
1930,4
1933,3
1939,3
1944,1
1947,3
1950,5
1952,1
1954,5
1961,5
1966,5
1969,2
1971,2
1980,1
1984,3
1989,4
1996,4
2006,5
2014,5
2016,4
2020,5
2028,5
2030,5
2038,5
2043,3
2047,2
2053,2
2057,2
2060,1
2062,5
2067,5
2071,4
2075,1
2080,1
2085,3
2090,4
2095,4
2097,5
2100,5
2106,3
2109,4
2115,3
2120,4
2122,3
2125,1
2132,3
2134,4
2137,3
2142,3
2147,5
2153,4
2157,2
2159,3
2165,5
2168,1
2173,5
2179,1
2184,3
2190,4
2192,5
2203,3
2208,3
2213,1
2218,2
2223,1
2225,2
2227,3
2233,3
2236,3
2239,3
2243,5
2245,1
2247,1
2252,5
2254,4
2259,1
2263,5
2265,3
2271,2
2273,3
2279,3
2282,3
2288,5
2291,1
2294,1
2299,1
2305,4
2307,1
2312,3
2315,3
2317,4
2319,5
2324,3
2332,5
2340,4
2347,2
2352,4
2359,4
2365,3
2367,5
2370,4
2374,3
2380,4
2384,5
2389,4
2397,3
2399,2
2405,5
2415,1
2417,3
2420,3
2426,1
2429,3
2434,1
2439,3
2445,3
2448,4
2455,3
2461,2
2466,1
2470,1
2477,5
2479,2
2481,3
2483,2
2487,2
2495,1
2500,4
2508,3
2510,2
2512,1
2515,4
2520,3
2522,2
2525,5
2529,1
2531,5
2536,3
2541,2
2545,3
2554,5
2560,4
2568,3
2570,1
2572,2
2578,5
2582,3
2588,4
2593,5
2598,2
2600,4
2606,1
2608,1
2612,3
2617,4
2622,4
2630,5
2636,1
2641,1
2644,2
2648,3
2651,3
2654,2
2659,3
2662,1
2665,2
2667,3
2670,1
2675,1
2678,4
2683,5
2688,4
2696,5
2704,2
2706,3
2708,5
2713,1
2718,1
2723,5
2730,5
2735,1
2737,5
2741,1
2749,5
2760,4
2768,5
2774,2
2780,4
2788,5
2796,4
2801,3
2808,4
2819,5
2824,3
2827,5
2832,2
2835,4
2837,4
2843,5
2845,5
2851,1
2856,3
2865,3
2870,2
2873,3
2878,5
2886,1
2894,3
2902,5
2910,5
2915,5
2917,3
2923,4
2928,3
2933,5
2935,5
2938,3
2943,5
2949,3
2951,4
2953,1
2955,4
2957,1
2961,4
2967,3
2969,2
2973,1
2975,3
2977,5
2982,3
2984,3
2989,5
2994,1
3000,2
3002,1
3006,4
3011,2
3017,1
3021,3
3027,5
3035,3
3037,4
3039,3
3042,4
3044,2
3048,2
3053,3
3059,1
3061,2
3065,1
3067,2
3074,5
3076,5
3083,5
3087,1
3092,1
3096,5
3098,1
3106,1
3108,5
3112,3
3114,3
3119,4
3124,1
3127,2
3134,3
3137,5
3147,1
3153,3
3155,5
3157,5
3159,5
3164,3
3170,1
3175,1
3184,1
3186,4
3189,4
3194,3
3199,2
3205,1
3213,1
3218,3
3223,3
3225,3
3228,4
3236,1
3238,2
3242,4
3247,5
3249,2
3254,3
3259,4
3266,5
3268,5
3273,4
3281,5
3287,4
3290,1
3293,4
3295,2
3297,1
3300,1
3305,2
3310,1
3313,5
3319,2
3327,5
3332,3
3337,1
3342,5
3349,3
3354,1
3360,1
3362,2
3369,3
3374,5
3380,4
3386,4
3392,5
3397,4
3402,2
3404,5
3408,3
3410,5
3415,4
3423,4
3428,3
3432,1
3437,1
3448,1
3456,1
3461,3
3467,1
3469,4
3477,3
3482,5
3494,4
3496,1
3504,3
3513,1
3518,2
3523,2
3525,1
3533,5
3536,1
3544,2
3553,5
3555,3
3560,4
3566,3
3572,4
3576,3
3578,2
3584,5
3586,3
3594,2
3599,5
3604,1
3606,5
3614,5
3620,5
3628,3
3630,4
3636,1
3642,3
3645,3
3647,4
3652,5
3658,2
3662,5
3670,4
3676,5
3678,2
3681,2
3683,1
3685,2
3690,2
3694,3
3697,3
3700,5
3707,2
3709,1
3716,2
3724,3
3735,2
3737,5
3744,1
3749,2
3754,4
3756,5
3760,3
3765,1
3772,3
3776,1
3781,1
3783,5
3785,3
3787,1
3791,3
3797,2
3802,1
3805,3
3807,5
3812,2
3817,3
3819,5
3825,4
3827,3
3834,4
3839,4
3844,1
3850,1
3855,3
3857,2
3865,1
3867,5
3872,4
