1,2349,3,2023-10-01,2024-01-20
1,5644,3,2023-10-01,2024-01-20
1,5297,3,2023-10-01,2024-01-20
1,1606,3,2023-10-01,2024-01-20
1,3444,3,2023-10-01,2024-01-20
1,3618,3,2023-10-01,2024-01-20
1,1316,3,2023-10-01,2024-01-20
1,5690,3,2023-10-01,2024-01-20
1,1522,3,2023-10-01,2024-01-20
1,2278,3,2023-10-01,2024-01-20
1,1485,3,2023-10-01,2024-01-20
1,4104,3,2023-10-01,2024-01-20
1,1318,3,2023-10-01,2024-01-20
1,2268,3,2023-10-01,2024-01-20
1,1726,3,2023-10-01,2024-01-20
1,5387,3,2023-10-01,2024-01-20
1,2558,3,2023-10-01,2024-01-20
1,1130,3,2023-10-01,2024-01-20
1,1592,3,2023-10-01,2024-01-20
1,3333,3,2023-10-01,2024-01-20
1,3657,3,2023-10-01,2024-01-20
1,1464,3,2023-10-01,2024-01-20
1,1626,3,2023-10-01,2024-01-20
1,3012,3,2023-10-01,2024-01-20
1,3562,3,2023-10-01,2024-01-20
1,2604,3,2023-10-01,2024-01-20
1,5578,3,2023-10-01,2024-01-20
1,5655,3,2023-10-01,2024-01-20
1,5295,3,2023-10-01,2024-01-20
1,2236,3,2023-10-01,2024-01-20
1,1262,3,2023-10-01,2024-01-20
1,1487,3,2023-10-01,2024-01-20
1,3837,3,2023-10-01,2024-01-20
1,3869,3,2023-10-01,2024-01-20
1,3173,3,2023-10-01,2024-01-20
1,3106,3,2023-10-01,2024-01-20
1,2189,3,2023-10-01,2024-01-20
1,5697,3,2023-10-01,2024-01-20
1,4236,3,2023-10-01,2024-01-20
1,5530,3,2023-10-01,2024-01-20
1,1660,3,2023-10-01,2024-01-20
1,4899,3,2023-10-01,2024-01-20
1,4115,3,2023-10-01,2024-01-20
1,1521,3,2023-10-01,2024-01-20
1,4802,3,2023-10-01,2024-01-20
1,2281,3,2023-10-01,2024-01-20
1,4139,3,2023-10-01,2024-01-20
1,1307,3,2023-10-01,2024-01-20
1,5928,3,2023-10-01,2024-01-20
1,1272,3,2023-10-01,2024-01-20
1,2197,3,2023-10-01,2024-01-20
1,2005,3,2023-10-01,2024-01-20
1,2977,3,2023-10-01,2024-01-20
1,2774,3,2023-10-01,2024-01-20
1,1738,3,2023-10-01,2024-01-20
1,2127,3,2023-10-01,2024-01-20
1,3237,3,2023-10-01,2024-01-20
1,2587,3,2023-10-01,2024-01-20
1,5768,3,2023-10-01,2024-01-20
1,1189,3,2023-10-01,2024-01-20
1,2489,3,2023-10-01,2024-01-20
1,5996,3,2023-10-01,2024-01-20
1,2109,3,2023-10-01,2024-01-20
1,2096,3,2023-10-01,2024-01-20
1,1193,3,2023-10-01,2024-01-20
1,3225,3,2023-10-01,2024-01-20
1,4458,3,2023-10-01,2024-01-20
1,1428,3,2023-10-01,2024-01-20
1,3670,3,2023-10-01,2024-01-20
1,3392,3,2023-10-01,2024-01-20
1,2826,3,2023-10-01,2024-01-20
1,5920,3,2023-10-01,2024-01-20
1,2997,3,2023-10-01,2024-01-20
1,1011,3,2023-10-01,2024-01-20
1,3807,3,2023-10-01,2024-01-20
1,2337,3,2023-10-01,2024-01-20
1,4328,3,2023-10-01,2024-01-20
1,4127,3,2023-10-01,2024-01-20
1,2104,3,2023-10-01,2024-01-20
1,3408,3,2023-10-01,2024-01-20
1,5085,3,2023-10-01,2024-01-20
1,5807,3,2023-10-01,2024-01-20
1,1826,3,2023-10-01,2024-01-20
1,1322,3,2023-10-01,2024-01-20
1,4921,3,2023-10-01,2024-01-20
1,1159,3,2023-10-01,2024-01-20
1,1582,3,2023-10-01,2024-01-20
1,3243,3,2023-10-01,2024-01-20
1,4293,3,2023-10-01,2024-01-20
1,3816,3,2023-10-01,2024-01-20
1,5529,3,2023-10-01,2024-01-20
1,4781,3,2023-10-01,2024-01-20
1,3123,3,2023-10-01,2024-01-20
1,1413,3,2023-10-01,2024-01-20
1,5203,3,2023-10-01,2024-01-20
1,3746,3,2023-10-01,2024-01-20
1,1791,3,2023-10-01,2024-01-20
1,1760,3,2023-10-01,2024-01-20
1,1387,3,2023-10-01,2024-01-20
1,2207,3,2023-10-01,2024-01-20
1,2229,3,2023-10-01,2024-01-20
1,4525,3,2023-10-01,2024-01-20
1,3832,3,2023-10-01,2024-01-20
1,1851,3,2023-10-01,2024-01-20
1,1081,3,2023-10-01,2024-01-20
1,1498,3,2023-10-01,2024-01-20
1,4565,3,2023-10-01,2024-01-20
1,1879,3,2023-10-01,2024-01-20
1,4797,3,2023-10-01,2024-01-20
1,5828,3,2023-10-01,2024-01-20
1,2896,1,2023-10-01,2024-01-20
1,2896,2,2024-02-10,2024-06-20
1,2896,3,2024-10-01,
1,2250,1,2023-10-01,2024-01-20
1,2250,2,2024-02-10,2024-06-20
1,2250,3,2024-10-01,
1,5762,1,2023-10-01,2024-01-20
1,5762,2,2024-02-10,2024-06-20
1,5762,3,2024-10-01,
1,4226,1,2023-10-01,2024-01-20
1,4226,2,2024-02-10,2024-06-20
1,4226,3,2024-10-01,
1,4773,1,2023-10-01,2024-01-20
1,4773,2,2024-02-10,2024-06-20
1,4773,3,2024-10-01,
1,4080,1,2023-10-01,2024-01-20
1,4080,2,2024-02-10,2024-06-20
1,4080,3,2024-10-01,
1,2814,1,2023-10-01,2024-01-20
1,2814,2,2024-02-10,2024-06-20
1,2814,3,2024-10-01,
1,2018,1,2023-10-01,2024-01-20
1,2018,2,2024-02-10,2024-06-20
1,2018,3,2024-10-01,
1,5461,1,2023-10-01,2024-01-20
1,5461,2,2024-02-10,2024-06-20
1,5461,3,2024-10-01,
1,5613,1,2023-10-01,2024-01-20
1,5613,2,2024-02-10,2024-06-20
1,5613,3,2024-10-01,
1,1490,1,2023-10-01,2024-01-20
1,1490,2,2024-02-10,2024-06-20
1,1490,3,2024-10-01,
1,5447,1,2023-10-01,2024-01-20
1,5447,2,2024-02-10,2024-06-20
1,5447,3,2024-10-01,
1,4319,1,2023-10-01,2024-01-20
1,4319,2,2024-02-10,2024-06-20
1,4319,3,2024-10-01,
1,3764,1,2023-10-01,2024-01-20
1,3764,2,2024-02-10,2024-06-20
1,3764,3,2024-10-01,
1,2772,1,2023-10-01,2024-01-20
1,2772,2,2024-02-10,2024-06-20
1,2772,3,2024-10-01,
1,2087,1,2023-10-01,2024-01-20
1,2087,2,2024-02-10,2024-06-20
1,2087,3,2024-10-01,
1,4861,1,2023-10-01,2024-01-20
1,4861,2,2024-02-10,2024-06-20
1,4861,3,2024-10-01,
1,4636,1,2023-10-01,2024-01-20
1,4636,2,2024-02-10,2024-06-20
1,4636,3,2024-10-01,
1,3463,1,2023-10-01,2024-01-20
1,3463,2,2024-02-10,2024-06-20
1,3463,3,2024-10-01,
1,1597,1,2023-10-01,2024-01-20
1,1597,2,2024-02-10,2024-06-20
1,1597,3,2024-10-01,
1,3128,1,2023-10-01,2024-01-20
1,3128,2,2024-02-10,2024-06-20
1,3128,3,2024-10-01,
1,1329,1,2023-10-01,2024-01-20
1,1329,2,2024-02-10,2024-06-20
1,1329,3,2024-10-01,
1,5138,1,2023-10-01,2024-01-20
1,5138,2,2024-02-10,2024-06-20
1,5138,3,2024-10-01,
1,2824,1,2023-10-01,2024-01-20
1,2824,2,2024-02-10,2024-06-20
1,2824,3,2024-10-01,
1,3833,1,2023-10-01,2024-01-20
1,3833,2,2024-02-10,2024-06-20
1,3833,3,2024-10-01,
1,1051,1,2023-10-01,2024-01-20
