0,,0,1
1,2024-12-06,1,1
2,2023-09-29,2,1
3,2023-09-29,2,1
4,2024-06-13,3,1
5,2024-01-10,4,1
6,2025-01-18,5,1
7,,6,1
8,2024-09-28,7,1
9,2024-09-28,7,1
10,,8,1
11,2024-12-29,9,1
12,2024-10-01,10,1
13,2023-09-27,11,1
14,2023-09-27,11,1
15,2024-06-13,12,1
16,2024-01-13,13,1
17,2025-01-09,14,1
18,,15,1
19,2024-09-22,16,1
20,2024-09-22,16,1
21,,17,1
22,2024-09-22,18,1
23,2024-09-22,18,1
24,2023-09-26,19,1
25,2023-09-26,19,1
26,2024-06-18,20,1
27,2024-01-06,21,1
28,2025-01-13,22,1
29,2023-09-21,23,1
30,2023-09-21,23,1
31,2024-06-17,24,1
32,2024-01-06,25,1
33,2025-01-17,26,1
34,2024-09-24,27,1
35,2024-09-24,27,1
36,2024-01-06,28,1
37,2025-01-16,29,1
38,2024-09-28,30,1
39,2024-09-28,30,1
40,2024-09-30,31,1
41,2024-09-30,32,1
42,2024-09-30,32,1
43,2024-12-31,33,1
44,2024-09-23,34,1
45,2024-09-23,34,1
46,,35,1
47,2023-09-22,36,1
48,2023-09-22,36,1
49,2024-06-16,37,1
50,2024-01-06,38,1
51,2025-01-07,39,1
52,,40,1
53,2024-12-21,41,1
54,2023-09-23,42,1
55,2023-09-23,42,1
56,2024-06-18,43,1
57,2024-01-12,44,1
58,2025-01-12,45,1
59,2023-09-23,46,1
60,2023-09-23,46,1
61,2024-06-12,47,1
62,2024-01-07,48,1
63,2025-01-09,49,1
64,2024-12-23,50,1
65,,51,1
66,2024-09-23,52,1
67,2024-09-23,52,1
68,,53,1
69,2024-12-18,54,1
70,2024-11-07,55,1
71,2023-09-29,56,1
72,2023-09-29,56,1
73,2024-06-06,57,1
74,2024-01-14,58,1
75,,59,1
76,2024-09-29,60,1
77,2024-09-29,60,1
78,2024-06-06,61,1
79,2024-01-10,62,1
80,2025-01-13,63,1
81,2025-01-02,64,1
82,2024-11-25,65,1
83,2023-09-21,66,1
84,2023-09-21,66,1
85,2024-06-14,67,1
86,2024-01-15,68,1
87,2025-01-16,69,1
88,2024-11-17,70,1
89,2023-09-21,71,1
90,2023-09-21,71,1
91,2024-06-13,72,1
92,2024-01-17,73,1
93,2025-01-06,74,1
94,2024-09-30,75,1
95,2024-09-30,75,1
96,2023-09-28,76,1
97,2023-09-28,76,1
98,2024-06-14,77,1
99,2024-01-10,78,1
100,2025-01-14,79,1
101,2024-09-24,80,1
102,2024-09-24,80,1
103,2024-12-21,81,1
104,2024-12-03,82,1
105,2024-10-04,83,1
106,2024-09-29,84,1
107,2024-09-29,84,1
108,2023-09-26,85,1
109,2023-09-26,85,1
110,2024-06-12,86,1
111,2024-01-14,87,1
112,2025-01-11,88,1
113,2024-09-29,89,1
114,2024-09-29,89,1
115,2023-09-25,90,1
116,2023-09-25,90,1
117,2024-06-11,91,1
118,2024-01-12,92,1
119,2025-01-12,93,1
120,2024-09-30,94,1
121,2024-09-30,94,1
122,2024-09-29,95,1
123,2024-09-29,95,1
124,2024-09-26,96,1
125,2024-09-26,96,1
126,2023-09-30,97,1
127,2023-09-30,97,1
128,2024-06-13,98,1
129,2024-01-07,99,1
130,2025-01-17,100,1
131,,101,1
132,,102,1
133,2024-11-21,103,1
134,2024-09-21,104,1
135,2024-09-21,104,1
136,2023-09-28,105,1
137,2023-09-28,105,1
138,2024-06-15,106,1
139,2024-01-12,107,1
140,2025-01-10,108,1
141,,109,1
142,2023-09-30,110,1
143,2023-09-30,110,1
144,2024-06-07,111,1
145,2024-01-18,112,1
146,2025-01-18,113,1
147,2024-09-25,114,1
148,2024-09-25,114,1
149,2023-09-23,115,1
150,2023-09-23,115,1
151,2024-06-15,116,1
152,2024-01-18,117,1
153,2025-01-15,118,1
154,2024-09-27,119,1
155,2024-09-27,119,1
156,2023-09-29,120,1
157,2023-09-29,120,1
158,2024-06-10,121,1
159,2024-01-12,122,1
160,2025-01-18,123,1
161,2024-09-22,124,1
162,2024-09-22,124,1
163,2024-12-05,125,1
164,2024-09-24,126,1
165,2024-09-24,126,1
166,2025-01-07,127,1
167,2024-11-06,128,1
168,,129,1
169,2024-09-27,130,1
170,2024-09-27,130,1
171,,131,1
172,2023-09-26,132,1
173,2023-09-26,132,1
174,2024-06-17,133,1
175,2024-01-18,134,1
176,2025-01-17,135,1
177,2024-09-29,136,1
178,2024-09-26,137,1
179,2024-09-26,137,1
180,2023-09-27,138,1
181,2023-09-27,138,1
182,2024-06-13,139,1
183,2024-01-07,140,1
184,2025-01-17,141,1
185,2024-09-28,142,1
186,2024-09-28,142,1
187,,143,1
188,2025-01-04,144,1
189,2023-09-29,145,1
190,2023-09-29,145,1
191,2024-06-10,146,1
192,2024-01-14,147,1
193,2025-01-18,148,1
194,2024-09-27,149,1
195,2024-09-27,149,1
196,2024-11-18,150,1
197,2023-09-21,151,1
198,2023-09-21,151,1
199,2024-06-10,152,1
200,2024-01-08,153,1
201,2025-01-07,154,1
202,2024-10-07,155,1
203,2024-11-07,156,1
204,2024-09-25,157,1
205,2024-09-25,157,1
206,2023-09-23,158,1
207,2023-09-23,158,1
208,2024-06-07,159,1
209,2024-01-13,160,1
210,2025-01-17,161,1
211,2024-09-30,162,1
212,2024-09-30,162,1
213,2025-01-06,163,1
214,2025-01-06,164,1
215,2024-11-20,165,1
216,,166,1
