5,2552,2024-11-12 14:45:00
5,3080,2024-12-24 10:00:00
8,2663,2024-12-31 14:45:00
5,3855,2024-12-06 14:45:00
2,1202,2024-11-30 14:45:00
2,5899,2024-10-28 11:15:00
8,5403,2024-12-08 14:45:00
2,5958,2024-10-28 11:15:00
1,1514,2024-10-09 10:00:00
9,5108,2024-10-13 11:15:00
3,3794,2024-12-18 11:15:00
3,5046,2024-12-18 11:15:00
16,4609,2025-01-05 10:00:00
5,1812,2024-12-24 10:00:00
2,4776,2024-11-30 14:45:00
8,2337,2024-12-31 14:45:00
2,3669,2024-10-28 11:15:00
9,3816,2024-10-13 11:15:00
5,2043,2024-11-12 14:45:00
2,2212,2024-11-30 14:45:00
2,1664,2024-11-30 14:45:00
1,5046,2024-12-20 14:45:00
8,2711,2024-12-10 13:00:00
8,2495,2024-12-31 14:45:00
5,5582,2024-12-06 14:45:00
2,1644,2024-11-30 14:45:00
1,3063,2024-10-09 10:00:00
3,5909,2024-12-10 11:15:00
2,1600,2024-11-30 14:45:00
15,1459,2024-11-15 13:00:00
16,1459,2025-01-05 10:00:00
15,3068,2024-10-11 13:00:00
14,5059,2024-11-24 11:15:00
2,4087,2024-11-30 14:45:00
14,4062,2024-11-23 14:45:00
16,1873,2024-12-24 11:15:00
1,1126,2024-12-20 14:45:00
1,4258,2024-10-09 10:00:00
9,4456,2025-01-01 13:00:00
1,4731,2024-10-09 10:00:00
15,5200,2024-11-15 13:00:00
15,2667,2024-11-15 13:00:00
2,5046,2024-11-30 14:45:00
5,1600,2024-12-06 14:45:00
16,5200,2024-12-24 11:15:00
2,2594,2024-10-28 11:15:00
14,5308,2024-11-22 10:00:00
3,1801,2024-12-10 11:15:00
15,5308,2024-11-15 13:00:00
1,1339,2024-10-09 10:00:00
2,4815,2024-10-28 11:15:00
15,5574,2024-10-11 13:00:00
2,5015,2024-10-28 11:15:00
8,3782,2024-12-08 14:45:00
1,3855,2024-12-20 14:45:00
8,4187,2024-10-10 13:00:00
15,4456,2024-10-11 13:00:00
16,5574,2025-01-05 10:00:00
9,2501,2025-01-01 13:00:00
2,2552,2024-10-28 11:15:00
16,5697,2024-12-24 11:15:00
3,3513,2024-12-10 11:15:00
5,5909,2024-11-12 14:45:00
1,4057,2024-10-09 10:00:00
8,3075,2024-12-10 13:00:00
2,1304,2024-11-30 14:45:00
15,5532,2024-10-11 13:00:00
5,4815,2024-11-12 14:45:00
1,5899,2024-10-27 11:15:00
14,2377,2024-11-22 10:00:00
3,4761,2024-12-18 11:15:00
15,4691,2024-10-11 13:00:00
16,5893,2024-10-16 10:00:00
9,5914,2025-01-01 13:00:00
16,5750,2024-12-24 11:15:00
