20,2
29,1
30,2
31,2
32,5
33,3
49,2
51,3
52,2
63,5
64,5
87,1
98,1
105,3
114,5
115,2
123,2
127,1
138,1
139,3
140,5
147,5
151,5
152,5
156,1
159,1
160,1
162,2
171,5
213,5
233,3
248,1
260,1
304,1
336,1
338,1
346,5
347,2
370,3
373,5
374,3
383,1
409,3
421,5
424,1
434,2
435,5
443,2
459,4
466,3
472,4
473,3
474,3
475,3
476,4
481,2
482,3
499,2
544,1
550,4
551,3
615,1
616,5
617,4
621,5
625,1
632,4
650,5
651,5
668,4
702,4
703,1
711,2
721,5
724,5
730,2
732,3
745,1
771,4
783,1
793,2
796,3
803,2
816,1
817,4
867,2
916,5
917,3
935,4
955,1
957,2
959,4
977,3
986,4
997,4
999,5
1000,1
1011,5
1013,2
1014,5
1015,4
1016,3
1022,5
1031,2
1091,3
1097,3
1102,1
1108,1
1113,1
1114,2
1117,1
1135,5
1136,2
1159,5
1189,5
1206,4
1217,3
1227,3
1237,3
1243,4
1277,3
1278,1
1302,3
1308,4
1311,1
1318,1
1319,3
1326,4
1339,1
1340,1
1341,5
1350,1
1353,5
1371,1
1377,3
1381,1
1389,2
1420,5
1428,5
1436,4
1447,2
1453,5
1514,3
1516,1
1524,3
1528,2
1561,3
1562,4
1580,5
1581,1
1582,1
1584,4
1595,5
1614,5
1615,1
1648,3
1653,3
1663,5
1675,1
1678,4
1680,1
1681,3
1707,3
1711,1
1732,3
1751,2
1792,5
1826,5
1827,2
1828,2
1834,3
1855,3
1857,1
1869,1
1882,4
1888,5
1898,1
1909,1
1915,2
1917,4
1921,3
1930,5
1939,4
1944,2
1947,1
1988,3
2018,5
2028,5
2046,5
2050,4
2056,1
2057,4
2060,2
2097,1
2108,2
2110,1
2126,3
2151,3
2154,4
2166,2
2167,1
2175,2
2180,3
2187,5
2193,3
2228,1
2244,2
2313,2
2324,3
2330,5
2362,1
2370,5
2387,1
2401,5
2411,4
2451,5
2457,1
2461,4
2464,2
2476,3
2483,3
2495,5
2579,3
2580,3
2584,5
2615,4
2626,1
2635,4
2638,1
2645,4
2646,1
2663,5
2679,2
2684,3
2685,4
2693,1
2705,3
2711,4
2720,2
2721,2
2735,3
2750,3
2751,4
2755,1
2767,2
2771,2
2788,2
2846,1
2854,3
2867,3
2879,5
2894,1
2902,4
2913,5
2921,5
2946,5
2956,2
2961,3
2975,3
2977,3
2978,1
2992,3
2993,2
3000,5
3024,3
3030,3
3037,2
3040,1
3042,5
3055,2
3091,4
3096,2
3098,5
3099,4
3104,5
3134,1
3189,3
3196,4
3197,1
3199,4
3203,3
3204,4
3211,4
3222,4
3237,2
3244,3
3257,1
3260,3
3294,1
3297,1
3359,1
3360,3
3363,5
3399,3
3404,4
3410,1
3449,5
3470,3
3475,3
3488,3
3498,1
3500,3
3501,2
3518,5
3525,3
3526,2
3536,1
3537,5
3550,4
3551,3
3556,4
3557,2
3558,5
3564,1
3567,2
3574,4
3575,3
3595,3
3603,3
3609,3
3622,4
3623,1
3656,5
3667,1
3677,2
3684,5
3695,1
3709,1
3727,5
3745,3
3758,4
3769,5
3771,4
3772,3
3775,4
3781,1
3787,2
3811,5
3822,3
3824,2
3825,3
3827,1
3828,3
3837,2
3843,1
3858,2
3873,3
