3,1592,2024-10-28
14,1347,2023-11-01
33,1347,2024-03-24
17,1803,2024-10-12
40,1803,2024-10-06
7,4897,2023-10-29
3,2358,2024-10-31
1,3295,2023-11-10
17,2264,2024-10-12
33,2730,2024-03-18
14,1966,2023-11-07
3,1107,2024-10-27
27,4841,2024-11-14
40,2140,2024-10-09
38,1798,2023-10-10
14,3738,2023-11-07
12,3576,2024-02-10
11,3576,2024-10-15
14,3189,2023-11-07
38,3462,2023-10-05
15,3166,2024-10-15
6,4781,2024-03-24
20,3802,2023-11-11
14,2323,2023-11-05
18,2657,2024-03-12
12,4847,2024-02-23
50,3559,2024-11-09
9,4944,2023-10-06
9,2147,2023-10-11
33,2147,2024-03-24
27,2147,2024-11-12
50,4157,2024-11-04
7,3547,2023-10-25
20,3547,2023-11-14
15,4037,2024-10-14
38,5281,2023-10-12
38,5212,2023-10-09
50,5490,2024-11-10
20,2962,2023-11-15
18,3502,2024-03-19
55,1597,2024-02-25
40,4605,2024-10-15
40,3726,2024-10-10
13,4876,2023-10-21
17,4876,2024-10-12
17,5613,2024-10-19
9,4035,2023-10-08
55,1597,2024-02-29
7,4087,2023-10-29
7,4027,2023-10-28
14,1432,2023-11-08
36,1432,2023-11-21
5,3268,2024-11-14
14,5881,2023-11-07
17,5420,2024-10-12
55,5420,2024-02-27
50,5420,2024-11-11
33,1777,2024-03-15
10,2197,2024-11-08
14,1867,2023-11-11
27,2002,2024-11-11
40,3244,2024-10-06
12,4153,2024-02-19
40,5275,2024-10-14
9,3617,2023-10-11
13,2074,2023-10-11
36,4416,2023-11-17
17,4305,2024-10-17
17,3183,2024-10-16
33,4162,2024-03-17
10,5234,2024-11-10
2,4164,2023-10-17
15,4790,2024-10-17
20,4262,2023-11-17
9,3281,2023-10-04
19,3915,2023-10-22
6,1179,2024-03-17
27,5139,2024-11-07
38,3329,2023-10-05
13,4907,2023-10-18
18,4907,2024-03-22
17,4907,2024-10-15
15,2825,2024-10-22
6,1283,2024-03-15
22,5302,2024-11-06
38,4948,2023-10-03
14,1790,2023-11-10
2,4952,2023-10-21
10,4952,2024-11-03
55,2894,2024-03-01
2,2749,2023-10-17
50,4736,2024-11-11
38,1759,2023-10-06
11,3257,2024-10-18
6,2391,2024-03-24
20,2792,2023-11-18
36,4234,2023-11-17
1,1939,2023-11-10
19,3846,2023-10-30
33,3846,2024-03-20
36,5809,2023-11-18
10,3944,2024-11-13
38,4660,2023-10-14
3,4700,2024-11-02
40,3818,2024-10-18
20,5234,2023-11-11
2,1226,2023-10-18
10,1900,2024-11-03
7,3969,2023-10-30
18,3031,2024-03-12
9,4396,2023-10-10
7,4362,2023-11-05
13,4362,2023-10-14
22,1076,2024-11-11
17,4422,2024-10-21
38,2291,2023-10-08
20,3930,2023-11-16
5,4061,2024-11-16
13,2016,2023-10-22
5,4655,2024-11-20
38,1264,2023-10-12
40,2213,2024-10-14
19,5132,2023-10-22
15,2952,2024-10-14
6,2644,2024-03-16
40,1634,2024-10-09
19,1350,2023-10-21
9,3923,2023-10-09
7,2720,2023-10-25
12,2720,2024-02-19
3,5829,2024-10-28
7,1400,2023-10-25
15,5855,2024-10-11
38,5212,2023-10-05
14,4746,2023-11-07
40,4784,2024-10-07
18,4362,2024-03-20
12,2857,2024-02-12
15,1876,2024-10-24
2,5800,2023-10-15
22,3138,2024-11-07
22,5817,2024-11-10
7,4400,2023-10-23
14,4021,2023-11-02
9,2018,2023-10-09
27,1055,2024-11-14
55,5856,2024-02-24
13,5021,2023-10-16
14,2468,2023-11-07
5,2835,2024-11-14
36,2835,2023-11-11
12,4724,2024-02-19
20,5952,2023-11-22
50,1692,2024-11-06
15,3309,2024-10-11
17,4471,2024-10-13
36,5526,2023-11-17
10,2922,2024-11-12
9,1282,2023-10-16
33,2630,2024-03-11
20,3958,2023-11-14
11,2446,2024-10-17
3,5139,2024-10-26
7,2645,2023-10-26
55,2345,2024-02-29
50,2345,2024-11-02
40,2360,2024-10-14
19,4995,2023-10-22
2,3363,2023-10-17
17,1937,2024-10-13
15,4221,2024-10-12
40,5155,2024-10-19
2,5347,2023-10-20
12,2393,2024-02-19
2,1177,2023-10-24
11,5484,2024-10-18
12,3950,2024-02-14
11,3950,2024-10-24
17,5678,2024-10-21
15,1131,2024-10-18
18,3844,2024-03-18
55,5924,2024-02-24
50,5924,2024-11-11
38,5360,2023-10-11
20,1720,2023-11-14
2,2028,2023-10-15
38,2028,2023-10-07
20,4706,2023-11-22
12,1373,2024-02-16
11,1373,2024-10-23
22,1766,2024-11-09
38,3211,2023-10-14
13,3718,2023-10-13
14,1005,2023-11-12
14,3117,2023-11-02
1,1636,2023-11-14
33,3665,2024-03-12
50,2772,2024-11-13
40,2293,2024-10-08
13,4324,2023-10-13
5,1524,2024-11-16
15,1531,2024-10-16
2,2028,2023-10-14
36,2508,2023-11-08
19,3351,2023-10-31
3,5911,2024-10-29
17,3844,2024-10-19
38,2077,2023-10-10
27,3528,2024-11-03
36,3958,2023-11-08
50,3958,2024-11-05
33,2615,2024-03-17
2,3754,2023-10-14
33,3947,2024-03-21
13,5121,2023-10-17
14,1842,2023-11-08
22,2497,2024-11-02
36,3752,2023-11-15
14,1295,2023-11-09
40,5601,2024-10-14
13,1803,2023-10-16
18,1803,2024-03-11
6,5490,2024-03-13
13,4188,2023-10-23
9,5014,2023-10-12
7,5317,2023-10-28
12,5317,2024-02-19
40,1664,2024-10-19
40,1685,2024-10-18
14,1292,2023-11-09
14,1092,2023-11-13
38,4699,2023-10-15
11,1751,2024-10-15
2,2709,2023-10-24
33,1131,2024-03-14
11,2929,2024-10-21
