5,4,1218
1,4,1218
2,2,1218
4,3,1218
3,4,1210
5,2,1210
1,3,1210
2,3,1210
4,2,1210
3,5,1229
5,2,1229
1,3,1229
4,3,1229
3,3,1341
5,3,1341
1,3,1341
2,3,1341
4,3,1341
1,4,1318
2,5,1318
4,3,1318
1,2,1303
2,4,1303
4,3,1303
10,3,1178
7,4,1178
9,5,1178
10,4,1254
9,3,1254
8,3,1254
6,4,1254
10,3,1060
7,4,1060
9,3,1060
8,2,1060
6,5,1060
10,4,1153
7,3,1153
9,2,1153
8,4,1153
10,2,1438
7,3,1438
9,4,1438
8,3,1438
6,5,1438
10,5,1406
7,3,1406
8,4,1406
10,4,1262
7,3,1262
9,3,1262
8,2,1262
6,2,1262
10,3,1459
6,3,1459
10,4,1205
7,2,1205
9,4,1205
8,4,1205
6,3,1205
10,4,1445
7,4,1445
10,5,1163
7,3,1163
8,3,1163
7,5,1195
8,3,1195
6,3,1195
9,4,1348
8,5,1348
6,4,1348
9,4,1162
8,3,1162
6,3,1162
9,4,1416
8,5,1416
6,3,1416
10,3,1399
7,3,1399
9,4,1399
6,2,1399
7,4,1175
6,3,1175
10,3,1465
7,3,1465
9,3,1465
8,2,1465
6,3,1465
10,3,1005
7,4,1005
9,3,1005
8,3,1005
6,4,1005
10,3,1018
7,4,1018
9,3,1018
8,5,1018
10,3,1368
9,5,1368
8,5,1368
6,4,1368
10,5,1340
7,4,1340
7,2,1042
9,3,1042
6,3,1042
10,5,1409
9,5,1409
8,4,1409
9,3,1378
8,3,1378
9,5,1231
8,5,1231
6,4,1231
7,3,1335
9,3,1335
8,5,1335
6,3,1335
10,2,1183
8,2,1183
10,4,1431
9,4,1431
8,3,1431
6,4,1431
7,3,1082
6,4,1082
10,4,1329
7,5,1329
9,5,1329
6,3,1329
10,5,1020
7,5,1020
9,3,1020
8,5,1020
6,2,1020
10,4,1470
9,3,1470
9,4,1491
8,3,1491
10,2,1414
7,3,1414
9,3,1414
8,3,1414
10,3,1089
9,4,1089
8,3,1089
6,4,1089
9,3,1047
8,3,1047
6,3,1047
10,3,1160
7,2,1160
9,4,1160
8,3,1160
9,5,1002
8,3,1002
6,2,1002
14,5,1066
12,2,1066
15,4,1130
11,3,1130
14,3,1130
11,3,1321
13,3,1321
12,3,1321
15,3,1068
11,3,1068
13,3,1068
12,2,1068
15,5,1158
14,3,1158
12,3,1158
11,3,1460
14,3,1460
12,2,1460
15,2,1404
11,3,1404
14,3,1404
13,5,1404
12,5,1404
15,3,1499
14,3,1499
13,3,1499
15,3,1128
14,2,1128
13,4,1128
12,2,1128
15,3,1286
11,4,1286
14,3,1286
13,3,1286
12,5,1286
11,4,1387
14,3,1387
13,3,1387
11,2,1201
14,3,1201
12,5,1201
15,4,1411
11,2,1411
13,5,1411
11,4,1137
14,3,1137
13,5,1137
12,4,1137
14,3,1401
12,4,1401
15,4,1040
14,3,1040
12,3,1040
11,5,1185
14,3,1185
12,4,1185
14,4,1083
13,5,1083
12,2,1083
15,2,1495
11,2,1495
14,3,1495
12,4,1495
15,4,1442
11,4,1442
14,2,1442
13,5,1442
15,3,1261
11,3,1261
14,2,1261
13,2,1261
12,2,1261
15,4,1417
11,4,1417
14,4,1417
13,5,1417
12,4,1417
15,5,1238
11,5,1238
13,4,1238
12,3,1238
13,3,1250
12,3,1250
15,3,1284
11,5,1284
14,2,1284
13,3,1284
15,3,1242
14,2,1242
12,3,1242
15,2,1246
11,3,1246
14,4,1246
13,5,1246
12,3,1246
15,3,1483
11,3,1483
14,3,1483
13,4,1483
12,3,1483
11,4,1103
14,4,1103
12,4,1103
15,4,1008
11,2,1008
14,2,1008
12,5,1008
15,4,1004
11,2,1004
13,2,1004
12,2,1004
11,3,1380
14,3,1380
12,5,1380
15,3,1294
11,2,1294
12,5,1294
11,4,1190
14,3,1190
12,3,1190
15,2,1371
11,3,1371
12,5,1371
15,5,1022
11,2,1022
14,5,1022
13,2,1022
12,4,1022
15,3,1251
11,5,1251
14,2,1251
13,4,1251
15,3,1389
11,4,1389
14,3,1389
13,5,1389
15,3,1064
12,2,1064
15,3,1292
14,2,1292
13,2,1292
12,2,1292
15,5,1363
14,3,1363
13,4,1363
12,2,1363
13,3,1484
12,4,1484
15,3,1106
11,4,1106
14,5,1106
12,4,1106
15,5,1044
11,5,1044
13,3,1044
12,2,1044
11,4,1006
14,3,1006
12,2,1006
15,4,1077
11,4,1077
14,2,1077
13,4,1077
12,3,1077
15,3,1093
11,2,1093
14,2,1093
13,3,1093
15,3,1071
14,4,1071
13,2,1071
12,5,1071
15,5,1194
11,2,1194
14,3,1194
13,3,1194
12,3,1194
15,3,1188
14,3,1188
13,4,1188
12,3,1188
15,2,1169
11,4,1169
14,3,1169
13,3,1169
12,3,1169
11,4,1037
13,3,1037
15,2,1116
11,5,1116
14,2,1116
13,3,1116
12,3,1116
15,2,1142
14,5,1142
12,4,1142
15,3,1435
13,2,1435
12,2,1435
15,3,1198
14,3,1198
13,5,1198
11,2,1356
12,3,1356
11,4,1191
14,3,1191
13,4,1191
12,2,1191
15,3,1342
13,3,1342
12,2,1342
15,3,1129
11,3,1129
14,2,1129
13,2,1129
12,4,1129
15,3,1454
11,4,1454
13,5,1454
15,4,1189
11,3,1189
14,2,1189
13,3,1189
12,4,1189
15,3,1289
11,4,1289
13,5,1289
15,3,1450
13,5,1450
12,3,1450
14,5,1304
13,5,1304
15,4,1307
11,3,1307
14,4,1307
13,3,1307
15,5,1224
11,3,1224
14,4,1224
12,4,1224
11,3,1034
14,2,1034
12,3,1034
15,5,1200
11,5,1200
14,2,1200
13,3,1200
15,4,1279
11,4,1279
14,5,1279
20,3,1069
19,3,1069
16,5,1069
17,4,1015
19,4,1015
17,3,1032
19,3,1032
16,3,1032
20,3,1455
19,3,1455
16,3,1455
17,2,1193
20,4,1193
19,3,1193
16,4,1193
17,3,1394
19,3,1394
18,4,1226
17,4,1226
16,2,1226
18,3,1467
17,3,1467
20,2,1467
19,4,1467
16,3,1467
18,3,1059
20,3,1059
16,5,1059
17,5,1469
20,3,1469
18,2,1141
20,5,1141
17,3,1113
20,3,1113
19,4,1113
17,4,1050
19,5,1050
19,4,1369
18,2,1282
20,3,1282
16,4,1282
18,4,1091
17,3,1091
20,3,1091
19,3,1091
16,2,1091
18,5,1458
17,2,1458
19,3,1458
16,2,1458
20,3,1405
19,3,1405
16,3,1405
18,3,1030
17,3,1030
18,3,1375
20,4,1375
16,4,1375
18,3,1208
20,2,1208
19,4,1208
16,4,1208
18,3,1277
17,3,1277
20,3,1277
18,4,1472
17,2,1472
16,5,1472
18,3,1203
20,3,1203
16,2,1203
18,3,1234
17,2,1234
16,3,1234
18,3,1150
17,2,1150
16,3,1150
18,2,1138
17,3,1138
20,2,1138
19,3,1138
16,5,1138
16,3,1268
18,3,1206
20,5,1206
16,3,1206
18,2,1051
17,4,1051
20,3,1051
19,3,1051
16,4,1051
18,3,1388
20,3,1388
16,2,1388
18,3,1263
17,3,1263
20,4,1263
19,3,1263
18,3,1079
17,3,1079
20,4,1079
18,3,1298
19,4,1298
18,3,1316
17,5,1316
20,4,1316
19,3,1316
18,3,1118
17,4,1118
20,3,1118
16,3,1118
18,4,1365
17,4,1365
20,4,1365
17,3,1486
20,5,1486
16,3,1486
18,3,1257
19,5,1257
17,5,1376
19,3,1376
16,3,1376
18,2,1392
17,5,1392
20,3,1392
18,4,1245
16,5,1245
18,3,1001
20,3,1001
18,5,1252
17,3,1252
19,5,1252
16,3,1252
18,2,1419
17,3,1419
16,4,1419
18,3,1434
17,5,1302
20,2,1302
19,2,1302
17,5,1312
20,5,1312
19,2,1312
16,3,1312
17,3,1349
20,3,1349
19,4,1349
16,3,1349
17,4,1421
20,3,1421
19,4,1421
16,4,1421
18,3,1453
20,3,1453
16,4,1453
17,5,1167
19,2,1167
16,3,1167
18,5,1235
20,3,1235
16,4,1235
18,3,1367
17,3,1367
20,5,1367
19,3,1367
16,3,1367
18,3,1314
17,4,1314
20,3,1314
19,2,1314
18,3,1482
17,3,1482
20,3,1482
19,5,1482
16,3,1482
18,3,1305
17,2,1305
20,4,1305
19,3,1305
16,4,1305
17,2,1473
20,3,1473
19,3,1473
16,3,1473
17,3,1480
19,4,1480
17,3,1048
20,2,1048
19,5,1048
18,2,1393
17,5,1393
20,3,1393
19,5,1393
16,3,1393
18,3,1355
19,3,1355
18,4,1448
17,3,1448
20,5,1448
16,4,1448
18,5,1019
19,2,1019
16,5,1019
18,3,1081
17,5,1081
20,4,1081
19,5,1081
18,3,1373
17,2,1373
20,3,1373
19,3,1373
18,2,1000
17,2,1000
20,3,1000
19,3,1000
17,2,1364
20,4,1364
19,3,1364
18,3,1330
18,3,1343
16,2,1343
18,2,1267
20,4,1267
19,5,1267
16,3,1267
18,4,1383
17,2,1383
20,4,1383
19,3,1383
16,3,1383
18,3,1358
20,2,1358
19,2,1358
18,5,1104
17,3,1104
19,2,1104
16,4,1104
18,2,1291
17,4,1291
20,5,1291
19,3,1291
20,4,1325
16,4,1325
18,3,1320
20,2,1320
19,3,1320
16,3,1320
18,2,1462
17,2,1462
20,4,1462
19,4,1462
16,3,1462
16,3,1186
21,2,1493
23,3,1493
24,5,1493
21,4,1171
22,3,1171
23,4,1171
24,3,1171
25,3,1171
22,4,1398
23,3,1398
25,2,1398
22,4,1207
24,5,1207
25,3,1207
23,5,1039
24,5,1039
25,4,1039
21,4,1108
22,3,1108
23,2,1108
24,3,1108
25,3,1108
21,3,1295
22,3,1295
21,2,1288
23,4,1288
24,4,1288
25,3,1288
22,2,1145
23,3,1145
25,5,1145
22,5,1132
23,3,1132
24,5,1132
21,4,1377
22,3,1377
24,3,1377
21,3,1402
23,5,1402
24,3,1402
21,4,1140
22,3,1140
23,3,1140
25,4,1140
21,3,1031
22,3,1031
23,4,1031
24,4,1031
25,4,1031
21,5,1215
22,5,1215
23,3,1215
25,3,1215
22,3,1010
23,2,1010
24,4,1010
25,3,1010
21,2,1065
22,4,1065
25,5,1065
22,4,1379
25,2,1379
22,2,1415
24,3,1415
25,2,1415
21,4,1070
22,3,1070
24,2,1070
25,3,1070
22,2,1151
23,4,1151
25,3,1151
21,3,1058
22,2,1058
23,2,1058
24,5,1058
21,4,1310
22,4,1310
23,3,1310
24,5,1310
25,4,1310
21,5,1149
23,3,1149
25,3,1149
22,3,1230
23,4,1230
25,4,1230
21,4,1159
23,3,1159
25,3,1159
21,5,1360
24,3,1360
25,4,1360
21,5,1319
23,5,1319
25,3,1319
21,4,1131
23,3,1131
21,3,1429
23,4,1429
24,3,1429
25,3,1429
22,3,1136
23,3,1136
24,4,1136
21,3,1274
23,5,1274
25,3,1274
21,4,1327
25,5,1327
21,4,1072
22,4,1072
24,5,1072
25,3,1072
24,3,1490
25,3,1490
21,4,1007
22,2,1007
23,4,1007
25,3,1007
23,2,1095
24,3,1095
25,3,1095
21,3,1220
22,2,1220
23,3,1220
24,3,1220
25,3,1220
21,4,1315
22,3,1315
23,5,1315
25,4,1315
21,3,1437
22,2,1437
22,5,1115
23,4,1115
25,3,1115
21,3,1112
22,2,1112
23,5,1112
24,5,1112
21,2,1233
22,5,1233
23,5,1233
25,4,1233
21,2,1025
23,5,1025
24,5,1025
21,3,1269
24,5,1269
25,4,1269
25,2,1492
21,4,1053
24,3,1053
22,4,1300
21,4,1352
22,3,1352
24,4,1352
21,4,1078
22,2,1078
23,4,1078
23,4,1179
25,3,1179
21,4,1088
22,5,1088
23,4,1088
25,4,1088
22,3,1107
23,3,1107
24,5,1107
25,4,1107
21,3,1366
22,2,1366
24,2,1366
25,5,1366
21,2,1446
22,2,1446
24,4,1446
25,3,1446
21,3,1217
23,5,1217
24,3,1217
22,3,1061
23,3,1061
21,4,1276
22,2,1276
24,5,1276
21,5,1440
22,3,1440
23,3,1440
24,2,1440
25,5,1440
21,3,1016
22,2,1016
23,5,1016
24,3,1016
25,5,1016
21,3,1311
22,5,1311
23,2,1311
24,4,1311
21,4,1247
23,4,1247
24,3,1247
25,3,1247
22,3,1346
23,2,1346
24,3,1346
21,3,1353
22,3,1353
23,5,1353
24,3,1353
25,3,1353
21,2,1092
22,3,1092
21,4,1328
23,3,1328
25,2,1328
21,3,1275
22,5,1275
23,3,1275
21,4,1443
23,4,1443
24,4,1443
21,2,1094
24,3,1094
23,3,1164
25,3,1164
21,4,1027
22,3,1027
23,2,1027
21,4,1199
23,5,1199
24,3,1199
25,3,1199
21,3,1102
22,3,1102
23,5,1102
24,5,1102
25,5,1102
21,5,1236
23,5,1236
21,3,1209
22,5,1209
24,5,1209
25,3,1209
21,2,1168
25,3,1168
21,2,1029
23,4,1029
24,3,1029
25,3,1029
21,5,1221
23,2,1221
24,2,1221
24,4,1362
21,2,1424
22,3,1424
23,2,1424
21,4,1385
24,3,1385
25,3,1385
21,2,1471
22,5,1471
25,3,1471
21,3,1271
22,2,1271
23,4,1271
21,4,1426
22,4,1426
24,4,1426
25,2,1426
21,5,1452
22,3,1452
24,3,1452
22,4,1055
23,5,1055
24,3,1055
25,3,1055
22,3,1028
24,2,1028
25,5,1028
21,4,1111
22,3,1111
23,4,1111
23,2,1067
25,3,1067
21,3,1259
21,3,1173
23,3,1173
24,3,1173
25,3,1173
21,3,1057
24,3,1057
21,3,1457
22,5,1457
21,3,1170
22,3,1170
24,3,1170
25,4,1170
21,3,1441
22,5,1441
24,3,1441
25,4,1441
21,3,1147
22,2,1147
23,4,1147
25,3,1147
21,2,1228
22,5,1228
23,4,1228
25,4,1228
22,5,1397
25,5,1397
21,3,1270
22,2,1270
23,3,1270
25,4,1021
21,2,1253
22,2,1253
23,4,1253
25,3,1253
