1,1,3513,True
1,2,3513,True
1,3,3513,False
1,4,3513,False
1,5,3513,True
1,1,1865,True
1,2,1865,True
1,3,1865,True
1,4,1865,False
1,5,1865,True
1,1,3878,True
1,2,3878,True
1,3,3878,True
1,4,3878,False
1,5,3878,True
1,1,1304,True
1,2,1304,False
1,3,1304,True
1,4,1304,False
1,5,1304,True
1,1,1901,True
1,2,1901,True
1,3,1901,True
1,4,1901,False
1,5,1901,True
1,1,3855,False
1,2,3855,True
1,3,3855,True
1,4,3855,False
1,5,3855,False
1,1,1339,False
1,2,1339,True
1,3,1339,True
1,4,1339,False
1,5,1339,True
1,1,1832,True
1,2,1832,True
1,3,1832,True
1,4,1832,False
1,5,1832,True
1,1,2594,True
1,2,2594,False
1,3,2594,True
1,4,2594,False
1,5,2594,True
1,1,3794,True
1,2,3794,True
1,3,3794,False
1,4,3794,False
1,5,3794,True
1,1,1024,True
1,2,1024,True
1,3,1024,True
1,4,1024,False
1,5,1024,True
1,1,1126,False
1,2,1126,True
1,3,1126,True
1,4,1126,False
1,5,1126,True
1,1,3096,True
1,2,3096,True
1,3,3096,True
1,4,3096,False
1,5,3096,True
1,1,4258,False
1,2,4258,True
1,3,4258,True
1,4,4258,False
1,5,4258,True
1,1,2552,True
1,2,2552,False
1,3,2552,True
1,4,2552,False
1,5,2552,False
1,1,2811,True
1,2,2811,True
1,3,2811,True
1,4,2811,False
1,5,2811,True
1,1,5015,True
1,2,5015,False
1,3,5015,True
1,4,5015,False
1,5,5015,True
1,1,4892,True
1,2,4892,True
1,3,4892,True
1,4,4892,False
1,5,4892,True
1,1,5914,True
1,2,5914,True
1,3,5914,True
1,4,5914,False
1,5,5914,True
1,1,5428,True
1,2,5428,True
1,3,5428,True
1,4,5428,False
1,5,5428,True
1,1,5801,True
1,2,5801,True
1,3,5801,True
1,4,5801,False
1,5,5801,True
1,1,3043,True
1,2,3043,True
1,3,3043,True
1,4,3043,False
1,5,3043,True
1,1,2144,True
1,2,2144,True
1,3,2144,True
1,4,2144,False
1,5,2144,True
1,1,3669,True
1,2,3669,False
1,3,3669,True
1,4,3669,False
1,5,3669,True
1,1,5060,True
1,2,5060,True
1,3,5060,True
1,4,5060,False
1,5,5060,True
1,1,4731,False
1,2,4731,True
1,3,4731,True
1,4,4731,False
1,5,4731,True
1,1,3483,True
1,2,3483,True
1,3,3483,True
1,4,3483,False
1,5,3483,True
1,1,1644,True
1,2,1644,False
1,3,1644,True
1,4,1644,False
1,5,1644,True
1,1,4745,True
1,2,4745,True
1,3,4745,True
1,4,4745,False
1,5,4745,True
1,1,5194,True
1,2,5194,True
1,3,5194,True
1,4,5194,False
1,5,5194,True
1,1,3080,True
1,2,3080,True
1,3,3080,True
1,4,3080,False
1,5,3080,False
1,1,2358,True
1,2,2358,True
1,3,2358,True
1,4,2358,False
1,5,2358,True
1,1,2212,True
1,2,2212,False
1,3,2212,True
1,4,2212,False
1,5,2212,True
1,1,2428,True
1,2,2428,True
1,3,2428,True
1,4,2428,False
1,5,2428,True
1,1,4776,True
1,2,4776,False
1,3,4776,True
1,4,4776,False
1,5,4776,True
1,1,1936,True
1,2,1936,True
1,3,1936,True
1,4,1936,False
1,5,1936,True
1,1,1500,True
1,2,1500,True
1,3,1500,True
1,4,1500,False
1,5,1500,True
1,1,4881,True
1,2,4881,True
1,3,4881,True
1,4,4881,False
1,5,4881,True
1,1,3192,True
1,2,3192,True
1,3,3192,True
1,4,3192,False
1,5,3192,True
1,1,2043,True
1,2,2043,True
1,3,2043,True
1,4,2043,False
1,5,2043,False
1,1,1812,True
1,2,1812,True
1,3,1812,True
1,4,1812,False
1,5,1812,False
1,1,3942,True
1,2,3942,True
1,3,3942,True
1,4,3942,False
1,5,3942,True
1,1,2523,True
1,2,2523,True
1,3,2523,True
1,4,2523,False
1,5,2523,True
1,1,1248,True
1,2,1248,True
1,3,1248,True
1,4,1248,False
1,5,1248,True
1,1,1801,True
1,2,1801,True
1,3,1801,False
1,4,1801,False
1,5,1801,True
1,1,5358,True
1,2,5358,True
1,3,5358,True
1,4,5358,False
1,5,5358,True
1,1,3063,False
1,2,3063,True
1,3,3063,True
1,4,3063,False
1,5,3063,True
1,1,2447,True
1,2,2447,True
1,3,2447,True
1,4,2447,False
1,5,2447,True
1,1,5582,True
1,2,5582,True
1,3,5582,True
1,4,5582,False
1,5,5582,False
1,1,2311,True
1,2,2311,True
1,3,2311,True
1,4,2311,False
1,5,2311,True
1,1,1708,True
1,2,1708,True
1,3,1708,True
1,4,1708,False
1,5,1708,True
1,1,5899,False
1,2,5899,False
1,3,5899,True
1,4,5899,False
1,5,5899,True
1,1,4761,True
1,2,4761,True
1,3,4761,False
1,4,4761,False
1,5,4761,True
1,1,4665,True
1,2,4665,True
1,3,4665,True
1,4,4665,False
1,5,4665,True
1,1,5841,True
1,2,5841,True
1,3,5841,True
1,4,5841,False
1,5,5841,True
1,1,4783,True
1,2,4783,True
1,3,4783,True
1,4,4783,False
1,5,4783,True
1,1,5909,True
1,2,5909,True
1,3,5909,False
1,4,5909,False
1,5,5909,False
1,1,5046,False
1,2,5046,False
1,3,5046,False
1,4,5046,False
1,5,5046,True
1,1,2028,True
1,2,2028,True
1,3,2028,True
1,4,2028,False
1,5,2028,True
1,1,4087,True
1,2,4087,False
1,3,4087,True
1,4,4087,False
1,5,4087,True
1,1,1609,True
1,2,1609,True
1,3,1609,True
1,4,1609,False
1,5,1609,True
1,1,1202,True
1,2,1202,False
1,3,1202,True
1,4,1202,False
1,5,1202,True
1,1,1600,True
1,2,1600,False
1,3,1600,True
1,4,1600,False
1,5,1600,False
1,1,1900,True
1,2,1900,True
1,3,1900,True
1,4,1900,False
1,5,1900,True
1,1,4057,False
1,2,4057,True
1,3,4057,True
1,4,4057,False
1,5,4057,True
1,1,5699,True
1,2,5699,True
1,3,5699,True
1,4,5699,False
1,5,5699,True
1,1,4735,True
1,2,4735,True
1,3,4735,True
1,4,4735,False
1,5,4735,True
1,1,3291,True
1,2,3291,True
1,3,3291,True
1,4,3291,False
1,5,3291,True
1,1,4815,True
1,2,4815,False
1,3,4815,True
1,4,4815,False
1,5,4815,False
1,1,3947,True
1,2,3947,True
1,3,3947,True
1,4,3947,False
1,5,3947,True
1,1,5958,True
1,2,5958,False
1,3,5958,True
1,4,5958,False
1,5,5958,True
1,1,1051,True
1,2,1051,True
1,3,1051,True
1,4,1051,False
1,5,1051,True
1,1,5176,True
1,2,5176,True
1,3,5176,True
1,4,5176,False
1,5,5176,True
1,1,1664,True
1,2,1664,False
1,3,1664,True
1,4,1664,False
1,5,1664,True
1,1,5182,True
1,2,5182,True
1,3,5182,True
1,4,5182,False
1,5,5182,True
1,1,1514,False
1,2,1514,True
1,3,1514,True
1,4,1514,False
1,5,1514,True
2,6,2929,False
2,7,2929,False
2,8,2929,True
2,6,3969,False
2,7,3969,False
2,8,3969,True
2,6,3823,False
2,7,3823,False
2,8,3823,True
2,6,2337,False
2,7,2337,False
2,8,2337,False
2,6,5755,False
2,7,5755,False
2,8,5755,True
2,6,2152,False
2,7,2152,False
2,8,2152,True
2,6,2957,False
2,7,2957,False
2,8,2957,True
2,6,4419,False
2,7,4419,False
2,8,4419,True
2,6,1112,False
2,7,1112,False
2,8,1112,True
2,6,3782,False
2,7,3782,False
2,8,3782,False
2,6,2438,False
2,7,2438,False
2,8,2438,True
2,6,2563,False
2,7,2563,False
2,8,2563,True
2,6,2663,False
2,7,2663,False
2,8,2663,False
2,6,4524,False
2,7,4524,False
2,8,4524,True
2,6,3071,False
2,7,3071,False
2,8,3071,True
2,6,2866,False
2,7,2866,False
2,8,2866,True
2,6,2318,False
2,7,2318,False
2,8,2318,True
2,6,5580,False
2,7,5580,False
2,8,5580,True
2,6,3777,False
2,7,3777,False
2,8,3777,True
2,6,4741,False
2,7,4741,False
2,8,4741,True
2,6,4150,False
2,7,4150,False
2,8,4150,True
2,6,5403,False
2,7,5403,False
2,8,5403,False
2,6,3994,False
2,7,3994,False
2,8,3994,True
2,6,4032,False
2,7,4032,False
2,8,4032,True
2,6,1521,False
2,7,1521,False
2,8,1521,True
2,6,2261,False
2,7,2261,False
2,8,2261,True
2,6,1649,False
2,7,1649,False
2,8,1649,True
2,6,3075,False
2,7,3075,False
2,8,3075,False
2,6,2711,False
2,7,2711,False
2,8,2711,False
2,6,4270,False
2,7,4270,False
2,8,4270,True
2,6,4142,False
2,7,4142,False
2,8,4142,True
2,6,1478,False
2,7,1478,False
2,8,1478,True
2,6,3085,False
2,7,3085,False
2,8,3085,True
2,6,3604,False
2,7,3604,False
2,8,3604,True
2,6,5016,False
2,7,5016,False
2,8,5016,True
2,6,3550,False
2,7,3550,False
2,8,3550,True
2,6,4187,False
2,7,4187,False
2,8,4187,False
2,6,4801,False
2,7,4801,False
2,8,4801,True
2,6,5575,False
2,7,5575,False
2,8,5575,True
2,6,1876,False
2,7,1876,False
2,8,1876,True
2,6,2728,False
2,7,2728,False
2,8,2728,True
2,6,1364,False
2,7,1364,False
2,8,1364,True
2,6,1919,False
2,7,1919,False
2,8,1919,True
2,6,4866,False
2,7,4866,False
2,8,4866,True
2,6,5639,False
2,7,5639,False
2,8,5639,True
2,6,4718,False
2,7,4718,False
2,8,4718,True
2,6,5439,False
2,7,5439,False
2,8,5439,True
2,6,5563,False
2,7,5563,False
2,8,5563,True
2,6,5943,False
2,7,5943,False
2,8,5943,True
2,6,3104,False
2,7,3104,False
2,8,3104,True
2,6,2374,False
2,7,2374,False
2,8,2374,True
2,6,3329,False
2,7,3329,False
2,8,3329,True
2,6,3000,False
2,7,3000,False
2,8,3000,True
2,6,3647,False
2,7,3647,False
2,8,3647,True
2,6,2670,False
2,7,2670,False
2,8,2670,True
2,6,1812,False
2,7,1812,False
2,8,1812,True
2,6,2495,False
2,7,2495,False
2,8,2495,False
2,6,2924,False
2,7,2924,False
2,8,2924,True
2,6,1174,False
2,7,1174,False
2,8,1174,True
2,6,2695,False
2,7,2695,False
2,8,2695,True
2,6,5469,False
2,7,5469,False
2,8,5469,True
2,6,5509,False
2,7,5509,False
2,8,5509,True
2,6,3347,False
2,7,3347,False
2,8,3347,True
2,6,3868,False
2,7,3868,False
2,8,3868,True
2,6,4346,False
2,7,4346,False
2,8,4346,True
2,6,1273,False
2,7,1273,False
2,8,1273,True
2,6,1017,False
2,7,1017,False
2,8,1017,True
2,6,4144,False
2,7,4144,False
2,8,4144,True
3,9,4894,True
3,10,4894,False
3,11,4894,False
3,12,4894,False
3,13,4894,False
3,9,5221,True
3,10,5221,False
3,11,5221,False
3,12,5221,False
3,13,5221,False
3,9,4430,True
3,10,4430,False
3,11,4430,False
3,12,4430,False
3,13,4430,False
3,9,4876,True
3,10,4876,False
3,11,4876,False
3,12,4876,False
3,13,4876,False
3,9,4456,False
3,10,4456,False
3,11,4456,False
3,12,4456,False
3,13,4456,False
3,9,3333,True
3,10,3333,False
3,11,3333,False
3,12,3333,False
3,13,3333,False
3,9,4702,True
3,10,4702,False
3,11,4702,False
3,12,4702,False
3,13,4702,False
3,9,2501,False
3,10,2501,False
3,11,2501,False
3,12,2501,False
3,13,2501,False
3,9,4216,True
3,10,4216,False
3,11,4216,False
3,12,4216,False
3,13,4216,False
3,9,4682,True
3,10,4682,False
3,11,4682,False
3,12,4682,False
3,13,4682,False
3,9,2823,True
3,10,2823,False
3,11,2823,False
3,12,2823,False
3,13,2823,False
3,9,1926,True
3,10,1926,False
3,11,1926,False
3,12,1926,False
3,13,1926,False
3,9,1583,True
3,10,1583,False
3,11,1583,False
3,12,1583,False
3,13,1583,False
3,9,2044,True
3,10,2044,False
3,11,2044,False
3,12,2044,False
3,13,2044,False
3,9,4531,True
3,10,4531,False
3,11,4531,False
3,12,4531,False
3,13,4531,False
3,9,1756,True
3,10,1756,False
3,11,1756,False
3,12,1756,False
3,13,1756,False
3,9,3225,True
3,10,3225,False
3,11,3225,False
3,12,3225,False
3,13,3225,False
3,9,2901,True
3,10,2901,False
3,11,2901,False
3,12,2901,False
3,13,2901,False
3,9,4007,True
3,10,4007,False
3,11,4007,False
3,12,4007,False
3,13,4007,False
3,9,1448,True
3,10,1448,False
3,11,1448,False
3,12,1448,False
3,13,1448,False
3,9,4756,True
3,10,4756,False
3,11,4756,False
3,12,4756,False
3,13,4756,False
3,9,4158,True
3,10,4158,False
3,11,4158,False
3,12,4158,False
3,13,4158,False
3,9,5914,False
3,10,5914,False
3,11,5914,False
3,12,5914,False
3,13,5914,False
3,9,4284,True
3,10,4284,False
3,11,4284,False
3,12,4284,False
3,13,4284,False
3,9,2182,True
3,10,2182,False
3,11,2182,False
3,12,2182,False
3,13,2182,False
3,9,3816,False
3,10,3816,False
3,11,3816,False
3,12,3816,False
3,13,3816,False
3,9,1797,True
3,10,1797,False
3,11,1797,False
3,12,1797,False
3,13,1797,False
3,9,3832,True
3,10,3832,False
3,11,3832,False
3,12,3832,False
3,13,3832,False
3,9,2965,True
3,10,2965,False
3,11,2965,False
3,12,2965,False
3,13,2965,False
3,9,1470,True
3,10,1470,False
3,11,1470,False
3,12,1470,False
3,13,1470,False
3,9,4351,True
3,10,4351,False
3,11,4351,False
3,12,4351,False
3,13,4351,False
3,9,4745,True
3,10,4745,False
3,11,4745,False
3,12,4745,False
3,13,4745,False
3,9,5108,False
3,10,5108,False
3,11,5108,False
3,12,5108,False
3,13,5108,False
3,9,5786,True
3,10,5786,False
3,11,5786,False
3,12,5786,False
3,13,5786,False
3,9,1835,True
3,10,1835,False
3,11,1835,False
3,12,1835,False
3,13,1835,False
3,9,3315,True
3,10,3315,False
3,11,3315,False
3,12,3315,False
3,13,3315,False
3,9,5650,True
3,10,5650,False
3,11,5650,False
3,12,5650,False
3,13,5650,False
3,9,2334,True
3,10,2334,False
3,11,2334,False
3,12,2334,False
3,13,2334,False
3,9,4908,True
3,10,4908,False
3,11,4908,False
3,12,4908,False
3,13,4908,False
3,9,4981,True
3,10,4981,False
3,11,4981,False
3,12,4981,False
3,13,4981,False
3,9,3019,True
3,10,3019,False
3,11,3019,False
3,12,3019,False
3,13,3019,False
3,9,1552,True
3,10,1552,False
3,11,1552,False
3,12,1552,False
3,13,1552,False
3,9,3955,True
3,10,3955,False
3,11,3955,False
3,12,3955,False
3,13,3955,False
3,9,4266,True
3,10,4266,False
3,11,4266,False
3,12,4266,False
3,13,4266,False
3,9,2921,True
3,10,2921,False
3,11,2921,False
3,12,2921,False
3,13,2921,False
3,9,5147,True
3,10,5147,False
3,11,5147,False
3,12,5147,False
3,13,5147,False
3,9,5855,True
3,10,5855,False
3,11,5855,False
3,12,5855,False
3,13,5855,False
3,9,4091,True
3,10,4091,False
3,11,4091,False
3,12,4091,False
3,13,4091,False
3,9,5386,True
3,10,5386,False
3,11,5386,False
3,12,5386,False
3,13,5386,False
3,9,5820,True
3,10,5820,False
3,11,5820,False
3,12,5820,False
3,13,5820,False
3,9,4930,True
3,10,4930,False
3,11,4930,False
3,12,4930,False
3,13,4930,False
3,9,4835,True
3,10,4835,False
3,11,4835,False
3,12,4835,False
