1010,1040,NULL
1005,1026,NULL
1007,1065,NULL
1006,1061,NULL
1004,1011,2024-12-27
1003,1052,NULL
1010,1087,NULL
1003,1041,NULL
1002,1021,NULL
1003,1003,NULL
1002,1034,NULL
1009,1049,NULL
1001,1089,NULL
1008,1092,NULL
1002,1067,NULL
1003,1098,NULL
1009,1043,NULL
1007,1045,NULL
1005,1008,NULL
1005,1006,NULL
1009,1066,NULL
1010,1018,NULL
1003,1009,NULL
1008,1029,NULL
1005,1099,NULL
1006,1057,NULL
1002,1095,NULL
1001,1035,NULL
1002,1010,NULL
1005,1085,NULL
1006,1084,NULL
1002,1055,NULL
1006,1046,NULL
1006,1038,NULL
1001,1072,NULL
1009,1022,NULL
1009,1062,NULL
1004,1063,2024-12-26
1007,1070,NULL
1004,1091,2025-01-01
1006,1019,NULL
1002,1012,NULL
1009,1017,NULL
1009,1060,NULL
1003,1013,NULL
1004,1023,2024-12-26
1009,1014,NULL
1009,1079,NULL
1007,1075,NULL
1007,1056,NULL
